,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,CoronavirusUnderstanding1,CoronavirusUnderstanding2,CoronavirusUnderstanding3,CoronavirusUnderstanding4,CoronavirusWhenShouldReopen,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,PoliticalPartyNoOp,Religion_Alt1,Religiosity_Alt2,TrumpApproveNoOp,ZipCode,startTime
1541,48000.0,1976,3.2,['was-full'],7.0,83,59,100,0.0,['fedgov'],['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,some-college,white,male,0.9,7.4,7.9,other-protestant,6.3,10.0,242,2020-05-15 18:50:53.323
1542,50000.0,1985,2.8,['now-jobless'],0.0,69,79,100,0.0,['fam-friend'],['none'],"['corona-similar-flu', 'corona-all-hospitalize', 'elderly-more-risk']",['non-natives-spread-covid'],"['asymptomatic-spread', 'only-sick-spread']",one-in-30k,2-wk,some-college,white,female,0.0,8.2,10.0,catholic,0.0,7.0,857,2020-05-15 18:51:51.126
1543,150000.0,1990,8.7,['was-full'],100.0,100,100,100,0.0,"['fam-friend', 'fedgov', 'state-gov', 'local-gov']",['none'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],almost-all,few-days,college,black,female,0.0,7.9,0.0,something-else,10.0,5.1,701,2020-05-15 18:52:01.083
1544,75000.0,1964,10.0,['now-jobless'],52.0,100,81,65,2.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,2-mo,college,white,male,5.0,7.4,10.0,agnostic,2.1,10.0,182,2020-05-15 18:52:19.545
1545,45000.0,2002,10.0,['now-jobless'],99.0,100,100,80,0.0,['fam-friend'],['none'],['none-true'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-yr,highschool,white,male,0.0,10.0,4.7,something-else,10.0,7.2,383,2020-05-15 18:52:39.091
1546,6858.0,2001,8.4,['now-full'],77.0,74,100,82,4689.0,"['fedgov', 'no-one']",['muscle-ache'],['corona-only-elderly'],['all-spread-covid'],"['infect-from-animal', 'only-sick-spread']",one-in-1k,1-wk,highschool,hispanic-latino,female,2.0,7.6,8.3,evangelical-protestant,8.5,8.1,554,2020-05-15 18:53:18.934
1547,25000.0,1996,5.5,['now-part'],96.0,96,100,96,1.0,"['other', 'fam-friend']",['headache'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],almost-all,3-mo,college,black,female,0.2,5.0,1.2,nothing-in-particular,7.5,5.7,355,2020-05-15 18:53:21.870
1548,60000.0,1984,6.1,['was-full'],100.0,86,98,100,0.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,1-mo,postgrad,white,female,0.3,5.0,5.1,other-protestant,6.8,5.0,770,2020-05-15 18:53:58.956
1549,12500.0,1996,6.3,['now-disabled'],30.0,31,60,65,0.0,['local-gov'],['none'],['corona-all-hospitalize'],['non-natives-spread-covid'],['only-sick-spread'],one-in-30k,2-wk,college,asian,female,1.5,6.1,3.1,jewish,3.4,0.0,642,2020-05-15 18:54:58.660
1550,50000.0,1998,9.6,['now-jobless'],100.0,98,100,100,2.0,['fam-friend'],"['dry-cough', 'short-breath', 'nasal', 'fever']",['elderly-more-risk'],['all-spread-covid'],['only-sick-spread'],one-in-1k,yr-plus,some-college,hispanic-latino,female,7.0,0.4,7.3,catholic,7.6,0.4,100,2020-05-15 18:55:13.290
1551,9000.0,1969,3.7,['now-disabled'],38.0,71,32,67,1.0,"['fam-friend', 'religious', 'local-gov', 'state-gov', 'local-community', 'private-org']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,3-mo,some-college,white,female,0.0,6.3,5.7,nothing-in-particular,3.3,6.5,633,2020-05-15 18:55:15.544
1552,95000.0,1954,9.8,['was-disabled'],97.0,98,98,96,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,postgrad,white,female,0.4,5.9,5.2,catholic,5.0,9.1,334,2020-05-15 18:55:42.336
1553,19494.0,1996,9.7,['was-jobless'],98.0,90,0,0,0.0,['local-gov'],"['dry-cough', 'fatigue', 'fever']","['corona-similar-flu', 'young-invulnerable']",['ethnicity-spreads-covid'],['infect-from-animal'],one-in-30k,2-wk,college,other-mixed,male,0.0,0.0,9.2,muslim,10.0,0.0,456,2020-05-15 18:55:50.570
1554,48000.0,1967,1.9,['was-full'],29.0,100,81,68,0.0,['no-one'],['headache'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,some-college,white,male,0.9,6.4,6.3,something-else,7.9,7.9,959,2020-05-15 18:55:58.288
1555,125000.0,1976,2.3,['was-part'],0.0,72,23,100,0.0,"['fam-friend', 'employer', 'religious']",['none'],"['elderly-more-risk', 'corona-similar-flu']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,highschool,white,female,0.0,8.2,8.7,evangelical-protestant,10.0,10.0,761,2020-05-15 18:56:29.968
1556,75000.0,2000,3.5,['now-part'],22.0,20,23,24,0.0,"['employer', 'no-one']",['none'],['corona-only-elderly'],['ethnicity-spreads-covid'],['infect-from-animal'],one-in-1k,2-wk,college,black,female,0.0,6.9,2.1,nothing-in-particular,3.0,1.9,282,2020-05-15 18:56:47.790
1557,40000.0,1980,10.0,['now-retired'],100.0,100,100,100,0.0,['no-one'],['none'],"['young-invulnerable', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,immediate,college,white,male,0.1,5.1,10.0,catholic,3.6,6.9,452,2020-05-15 18:57:10.324
1558,70000.0,1998,10.0,['was-full'],100.0,100,100,100,0.0,['employer'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['only-sick-spread'],one-in-1k,1-wk,some-college,black,female,0.0,10.0,10.0,nothing-in-particular,10.0,9.8,956,2020-05-15 18:57:30.593
1559,135000.0,1960,9.2,"['was-full', 'now-full']",96.0,92,95,84,3.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,yr-plus,college,black,female,2.3,1.1,0.9,other-protestant,9.0,0.0,903,2020-05-15 18:57:31.760
1560,67000.0,1996,7.4,"['was-full', 'now-full']",100.0,100,100,99,0.0,"['fam-friend', 'state-gov', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,college,white,male,1.5,0.1,2.4,agnostic,0.0,0.0,454,2020-05-15 18:58:30.350
1561,45555.0,1993,9.2,['was-part'],69.0,81,73,66,0.0,['fam-friend'],['none'],['corona-similar-flu'],['all-spread-covid'],['only-sick-spread'],one-in-1k,2-wk,highschool,asian,female,0.7,8.2,7.3,hindu,6.8,8.3,088,2020-05-15 18:59:27.286
1562,90000.0,1991,10.0,"['was-full', 'now-full']",80.0,100,100,73,5.0,['fam-friend'],['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,5-mo,college,white,female,0.1,0.0,0.0,atheist,0.0,0.0,212,2020-05-15 18:59:38.502
1563,120000.0,1954,9.6,['was-full'],100.0,100,100,100,0.0,['no-one'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,postgrad,white,female,5.1,5.2,4.5,something-else,10.0,10.0,217,2020-05-15 18:59:45.819
1564,70000.0,1988,6.9,['was-full'],93.0,93,86,87,2.0,['fam-friend'],"['fatigue', 'sore-throat']","['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-percent,2-mo,college,white,male,3.1,2.9,2.2,atheist,0.5,0.6,787,2020-05-15 19:00:29.892
1565,200000.0,1978,9.5,['was-full'],76.0,89,79,94,0.0,['employer'],['fever'],"['young-invulnerable', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,postgrad,white,male,8.1,10.0,10.0,evangelical-protestant,10.0,9.9,100,2020-05-15 19:00:43.900
1566,22000.0,2001,6.2,['was-part'],38.0,21,78,62,0.0,"['private-org', 'no-one']",['none'],['young-invulnerable'],['ethnicity-spreads-covid'],['only-sick-spread'],three-in-ten,immediate,highschool,hispanic-latino,male,0.4,6.5,7.4,nothing-in-particular,2.1,3.3,900,2020-05-15 19:00:52.317
1567,30000.0,2001,10.0,['was-full'],100.0,100,67,64,0.0,['fam-friend'],['none'],"['corona-only-elderly', 'corona-similar-flu', 'corona-kills-most']",['ethnicity-spreads-covid'],['infect-from-animal'],one-in-1k,1-wk,college,black,female,0.0,10.0,10.0,nothing-in-particular,10.0,10.0,333,2020-05-15 19:01:28.783
1568,12000.0,1983,5.2,['was-jobless'],8.0,93,11,90,0.0,"['fam-friend', 'local-community']",['none'],"['elderly-more-risk', 'corona-all-hospitalize', 'corona-kills-most']",['all-spread-covid'],['asymptomatic-spread'],almost-all,1-mo,highschool,white,female,0.7,5.0,4.9,nothing-in-particular,0.3,7.7,321,2020-05-15 19:02:57.974
1569,44000.0,1984,7.6,"['was-part', 'now-jobless']",87.0,79,86,69,1.0,['fedgov'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,4-mo,some-college,white,male,0.8,1.8,2.0,atheist,0.0,2.9,147,2020-05-15 19:03:05.097
1570,90000.0,1978,3.4,['was-part'],71.0,69,72,62,0.0,['religious'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,postgrad,white,female,0.0,7.0,6.7,evangelical-protestant,8.2,7.4,640,2020-05-15 19:03:10.039
1571,95000.0,1966,2.8,"['was-part', 'now-part']",8.0,57,13,55,0.0,['fam-friend'],"['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'nasal']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,immediate,some-college,white,female,0.7,5.6,5.4,other-protestant,5.8,7.8,305,2020-05-15 19:03:38.351
1572,30000.0,1986,6.5,['now-full'],82.0,83,87,73,3.0,['religious'],"['muscle-ache', 'diarrhea']",['young-invulnerable'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-1k,2-wk,college,hispanic-latino,male,8.1,8.6,8.5,catholic,8.2,7.9,176,2020-05-15 19:04:06.777
1573,100000.0,2000,9.1,['now-disabled'],66.0,67,73,61,35.0,['no-one'],['none'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],almost-all,5-mo,postgrad,black,male,1.2,7.3,7.9,nothing-in-particular,6.3,7.3,770,2020-05-15 19:04:24.782
1574,30000.0,1994,6.0,['was-full'],88.0,91,89,98,0.0,['employer'],['none'],['corona-only-elderly'],['all-spread-covid'],['only-sick-spread'],three-percent,3-wk,highschool,hispanic-latino,female,1.4,6.3,9.1,catholic,6.6,3.3,104,2020-05-15 19:04:39.186
1575,45000.0,1986,7.6,['now-jobless'],93.0,67,85,76,1.0,"['fam-friend', 'local-community', 'private-org']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,college,white,female,6.4,3.4,3.2,orthodox,3.7,2.6,178,2020-05-15 19:06:03.707
1576,45266.0,1984,9.0,['was-part'],69.0,78,82,60,3.0,['religious'],"['dry-cough', 'muscle-ache']","['corona-all-hospitalize', 'young-invulnerable']",['all-spread-covid'],['only-sick-spread'],three-in-ten,3-wk,college,hispanic-latino,male,7.4,8.3,7.7,catholic,7.3,8.1,208,2020-05-15 19:06:07.194
1577,35000.0,1990,4.8,['now-jobless'],64.0,100,100,34,100.0,['fam-friend'],"['muscle-ache', 'nasal']",['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,college,asian,female,0.0,5.2,2.5,catholic,6.7,2.9,825,2020-05-15 19:06:19.477
1578,35000.0,1999,10.0,['was-part'],100.0,100,100,90,10.0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov', 'local-community']","['muscle-ache', 'fatigue']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-yr,some-college,black,female,5.5,0.8,0.0,agnostic,1.6,0.0,857,2020-05-15 19:07:46.450
1579,88000.0,2000,7.8,['now-jobless'],71.0,98,99,73,3.0,['fam-friend'],['none'],['corona-similar-flu'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,1-mo,some-college,asian,male,0.0,6.4,7.2,something-else,10.0,8.0,551,2020-05-15 19:12:50.579
1580,170000.0,1997,7.3,['now-jobless'],87.0,94,73,81,2.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']","['all-spread-covid', 'ethnicity-spreads-covid']",['asymptomatic-spread'],three-percent,2-mo,college,white,female,1.9,0.0,0.0,catholic,8.7,0.0,185,2020-05-15 19:13:35.040
1581,65000.0,1963,5.5,['was-full'],97.0,98,99,98,1.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-wk,college,white,female,1.0,5.5,2.0,something-else,1.6,0.3,117,2020-05-15 19:13:53.206
1582,65000.0,1975,6.7,"['was-full', 'now-full']",91.0,91,89,93,2.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-mo,postgrad,white,female,4.4,7.0,6.7,other-protestant,3.1,5.2,463,2020-05-15 19:15:13.786
1583,49000.0,1956,6.0,['was-retired'],50.0,86,100,100,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,college,white,male,0.0,6.2,5.0,nothing-in-particular,0.8,10.0,891,2020-05-15 19:15:45.035
1584,105000.0,1973,3.9,['was-full'],42.0,55,37,54,0.0,['no-one'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,some-college,white,male,0.0,5.5,4.7,evangelical-protestant,3.5,5.8,936,2020-05-15 19:15:55.897
1585,77987.0,2002,8.1,['now-disabled'],48.0,49,46,53,0.0,['private-org'],['diarrhea'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],almost-all,few-days,postgrad,other-mixed,other,4.7,4.4,4.6,evangelical-protestant,5.2,4.7,752,2020-05-15 19:16:14.154
1586,44000.0,1988,7.3,['was-full'],28.0,31,67,63,0.0,['employer'],['none'],['corona-similar-flu'],['non-natives-spread-covid'],['infect-from-animal'],almost-all,1-wk,postgrad,other-mixed,female,0.0,6.3,3.0,nothing-in-particular,6.7,6.5,468,2020-05-15 19:16:32.476
1587,85000.0,1945,9.8,['now-retired'],100.0,100,100,100,0.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],"['asymptomatic-spread', 'only-sick-spread']",three-percent,2-mo,postgrad,white,male,0.0,3.8,0.0,other-protestant,10.0,0.0,272,2020-05-15 19:16:50.033
1588,20000.0,1989,0.0,['was-full'],100.0,100,100,100,0.0,"['fam-friend', 'religious']","['nausea-vomit', 'headache']",['corona-kills-most'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,4-mo,college,white,female,0.0,4.9,5.0,other-protestant,10.0,0.0,306,2020-05-15 19:16:59.204
1589,212313.0,1985,6.5,['was-part'],74.0,100,73,73,0.0,['religious'],['muscle-ache'],['corona-only-elderly'],['all-spread-covid'],['infect-from-animal'],three-in-ten,2-mo,highschool,asian,male,6.2,10.0,8.3,mormon,7.4,10.0,800,2020-05-15 19:17:00.097
1590,123222.0,1996,6.7,['now-part'],76.0,82,78,79,0.0,['state-gov'],['nasal'],['young-invulnerable'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-1k,2-mo,some-college,hispanic-latino,female,7.4,8.1,8.0,orthodox,8.7,8.0,372,2020-05-15 19:17:43.665
1591,50000.0,1999,7.7,['was-part'],79.0,81,81,76,0.0,['religious'],['diarrhea'],['corona-only-elderly'],['all-spread-covid'],['only-sick-spread'],almost-all,1-wk,some-college,black,male,2.8,3.8,7.9,catholic,7.7,3.6,631,2020-05-15 19:17:44.972
1592,22000.0,1991,5.1,['now-jobless'],86.0,100,92,95,0.0,['fam-friend'],['none'],['corona-kills-most'],['all-spread-covid'],['only-sick-spread'],one-in-30k,1-wk,highschool,white,female,0.0,7.8,7.9,catholic,6.4,5.8,325,2020-05-15 19:18:00.680
1593,39000.0,1990,10.0,['was-full'],100.0,100,100,87,0.0,['fam-friend'],['fatigue'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-wk,postgrad,white,male,2.2,0.0,2.2,agnostic,0.0,0.0,421,2020-05-15 19:18:33.164
1594,20000.0,1957,10.0,['now-retired'],100.0,100,100,93,1.0,"['fam-friend', 'religious', 'local-community']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,highschool,white,male,0.6,8.4,5.7,something-else,10.0,6.5,368,2020-05-15 19:18:44.083
1595,30000.0,1990,6.0,"['was-full', 'now-jobless']",93.0,80,86,93,0.0,"['fedgov', 'local-community']","['diarrhea', 'fatigue']","['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-yr,highschool,black,male,0.0,2.3,2.4,something-else,6.9,1.6,432,2020-05-15 19:19:00.623
1596,72000.0,1954,7.0,['was-part'],96.0,100,100,96,9.0,"['fam-friend', 'religious', 'local-community']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,few-days,postgrad,white,female,0.8,2.4,0.9,other-protestant,9.1,0.0,234,2020-05-15 19:19:03.971
1597,110000.0,1994,2.1,"['was-full', 'now-full']",69.0,22,26,81,10.0,"['local-gov', 'state-gov']",['none'],['young-invulnerable'],['all-spread-covid'],['asymptomatic-spread'],three-percent,immediate,college,white,female,0.4,7.9,8.3,catholic,7.3,9.1,160,2020-05-15 19:19:27.018
1598,37000.0,1967,6.2,['was-full'],25.0,73,69,74,1.0,['no-one'],['none'],"['elderly-more-risk', 'corona-all-hospitalize', 'corona-kills-most']",['all-spread-covid'],['asymptomatic-spread'],almost-all,6-mo,school,white,female,0.4,5.0,6.6,nothing-in-particular,5.2,8.8,228,2020-05-15 19:19:29.133
1599,35000.0,1929,8.7,['now-retired'],91.0,91,90,90,0.0,['fam-friend'],['diarrhea'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],almost-all,few-days,highschool,white,female,1.9,6.8,1.6,evangelical-protestant,6.8,4.9,450,2020-05-15 19:19:31.298
1600,50000.0,1973,9.1,['was-full'],100.0,78,82,64,0.0,['no-one'],"['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'nasal', 'headache']",['corona-all-hospitalize'],['non-natives-spread-covid'],['infect-from-animal'],three-in-ten,few-days,college,hispanic-latino,female,0.9,2.0,2.9,catholic,2.3,1.2,604,2020-05-15 19:19:36.117
1601,50000.0,1990,8.9,['was-full'],70.0,83,75,77,0.0,['employer'],"['short-breath', 'sore-throat', 'lost-smell-taste']",['corona-only-elderly'],['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-30k,2-wk,college,white,male,7.9,7.8,7.7,catholic,7.9,6.7,610,2020-05-15 19:20:00.376
1602,75000.0,1980,1.3,['was-full'],13.0,18,16,84,3.0,['fam-friend'],['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,immediate,college,white,male,2.4,6.3,5.8,jewish,6.0,9.4,606,2020-05-15 19:20:17.010
1603,40000.0,1990,7.1,"['was-jobless', 'now-jobless']",92.0,91,90,90,0.0,['fam-friend'],['none'],['none-true'],['all-spread-covid'],['asymptomatic-spread'],almost-all,1-mo,highschool,white,female,0.0,5.4,8.1,nothing-in-particular,9.1,1.2,983,2020-05-15 19:20:41.166
1604,25000.0,1999,10.0,"['was-part', 'now-jobless']",17.0,84,78,78,2.0,['state-gov'],['headache'],['corona-only-elderly'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-30k,2-wk,some-college,black,female,0.1,8.0,2.2,nothing-in-particular,8.0,8.0,604,2020-05-15 19:20:46.804
1605,6000.0,2001,9.0,['was-part'],68.0,75,76,57,0.0,"['employer', 'fam-friend']",['headache'],"['corona-similar-flu', 'young-invulnerable', 'elderly-more-risk']","['non-natives-spread-covid', 'all-spread-covid', 'ethnicity-spreads-covid']",['only-sick-spread'],one-in-30k,yr-plus,highschool,black,female,0.9,1.7,5.1,catholic,6.8,0.0,330,2020-05-15 19:20:53.858
1606,6000.0,1998,9.1,['now-full'],100.0,100,100,99,0.0,"['fam-friend', 'employer']",['none'],['corona-all-hospitalize'],['all-spread-covid'],"['only-sick-spread', 'asymptomatic-spread']",almost-all,immediate,some-college,asian,male,0.8,4.4,2.9,catholic,7.4,3.4,786,2020-05-15 19:21:00.313
1607,100000.0,1965,5.6,['was-jobless'],97.0,92,53,92,3.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,6-mo,postgrad,white,female,2.4,7.5,7.4,other-protestant,5.5,8.4,115,2020-05-15 19:21:08.118
1608,150000.0,1970,6.3,['was-full'],71.0,62,60,70,0.0,['fam-friend'],['none'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],one-in-30k,2-wk,college,white,male,2.5,7.6,7.1,mormon,8.7,3.7,840,2020-05-15 19:21:12.768
1609,39000.0,1996,7.5,['was-full'],90.0,100,97,100,0.0,"['fam-friend', 'no-one']","['dry-cough', 'muscle-ache', 'fatigue', 'nasal', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],"['asymptomatic-spread', 'only-sick-spread']",thirty-percent,1-yr,college,hispanic-latino,female,2.4,2.5,4.5,catholic,2.9,4.6,900,2020-05-15 19:21:13.931
1610,120000.0,1970,8.2,['now-retired'],99.0,99,100,96,0.0,['fam-friend'],"['dry-cough', 'fatigue', 'sore-throat']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,6-mo,postgrad,white,female,3.1,3.5,5.8,other-protestant,8.1,3.0,912,2020-05-15 19:21:20.626
1611,69000.0,1965,9.3,['now-full'],89.0,32,89,87,0.0,['fam-friend'],['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,white,female,0.1,6.5,7.2,catholic,10.0,10.0,173,2020-05-15 19:21:24.939
1612,30000.0,1961,6.4,"['was-full', 'now-full']",100.0,100,96,84,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,1-yr,some-college,white,female,0.0,2.7,1.7,agnostic,1.3,1.1,970,2020-05-15 19:21:53.529
1613,40000.0,1982,8.1,['now-jobless'],100.0,100,100,100,0.0,['state-gov'],['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,yr-plus,some-college,white,female,1.4,0.7,0.0,evangelical-protestant,6.2,0.4,900,2020-05-15 19:22:09.853
1614,34566.0,1997,5.8,['now-jobless'],36.0,29,38,33,0.0,['fedgov'],['headache'],['elderly-more-risk'],['all-spread-covid'],['infect-from-animal'],three-in-ten,1-wk,some-college,hispanic-latino,female,4.7,3.3,3.8,catholic,4.0,3.3,774,2020-05-15 19:22:18.320
1615,75000.0,1972,6.7,['was-full'],37.0,95,100,95,0.0,['fedgov'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,2-mo,some-college,white,male,0.6,5.8,5.7,evangelical-protestant,8.7,6.9,640,2020-05-15 19:22:28.225
1616,18000.0,1990,7.1,['was-full'],70.0,62,75,78,0.0,"['employer', 'fam-friend']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,immediate,college,white,female,3.4,4.7,2.3,catholic,6.2,1.4,328,2020-05-15 19:22:30.493
1617,50000.0,1972,10.0,['now-full'],95.0,90,98,98,0.0,['local-community'],['none'],"['elderly-more-risk', 'corona-all-hospitalize', 'corona-kills-most']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,1-mo,some-college,other-mixed,male,0.0,5.1,5.2,other-protestant,8.8,2.1,731,2020-05-15 19:22:35.869
1618,75000.0,1975,5.8,['was-disabled'],100.0,100,100,100,0.0,['fam-friend'],"['dry-cough', 'short-breath', 'diarrhea', 'fatigue', 'muscle-ache', 'nasal', 'lost-smell-taste', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,black,male,6.0,10.0,10.0,something-else,10.0,10.0,307,2020-05-15 19:23:22.316
1619,49000.0,1989,10.0,['was-jobless'],100.0,100,100,100,0.0,['fam-friend'],"['headache', 'nasal', 'diarrhea']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,highschool,white,female,2.6,5.0,5.2,nothing-in-particular,7.4,2.3,989,2020-05-15 19:23:42.696
1620,45000.0,2000,10.0,['was-full'],100.0,100,100,70,0.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],thirty-percent,1-wk,college,white,male,0.0,10.0,10.0,other-protestant,10.0,6.3,939,2020-05-15 19:23:53.461
1621,125000.0,1972,8.1,"['was-full', 'now-disabled']",100.0,100,100,100,0.0,"['fam-friend', 'state-gov']",['none'],['young-invulnerable'],['ethnicity-spreads-covid'],['asymptomatic-spread'],three-in-ten,2-wk,college,white,female,0.1,10.0,10.0,catholic,9.8,10.0,577,2020-05-15 19:24:11.757
1622,40000.0,1971,9.3,['now-jobless'],98.0,93,98,95,3.0,"['fedgov', 'state-gov']",['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-wk,college,black,male,0.1,1.0,0.0,catholic,1.3,0.5,606,2020-05-15 19:24:17.979
1623,56000.0,1993,7.1,['was-jobless'],100.0,100,100,100,0.0,['fam-friend'],['fatigue'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,6-mo,some-college,white,female,1.6,1.6,2.0,nothing-in-particular,1.0,0.0,559,2020-05-15 19:25:33.264
1624,70000.0,1968,7.0,['was-full'],65.0,68,65,72,0.0,"['state-gov', 'employer']","['sore-throat', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,college,asian,male,1.1,3.7,4.3,nothing-in-particular,3.4,3.9,296,2020-05-15 19:26:08.852
1625,82000.0,1977,6.0,['was-jobless'],19.0,98,81,86,0.0,['fam-friend'],['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['ethnicity-spreads-covid'],['asymptomatic-spread'],three-percent,immediate,highschool,white,female,0.6,4.5,3.8,nothing-in-particular,3.8,2.8,530,2020-05-15 19:26:36.708
