_id,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,CoronavirusUnderstanding1,CoronavirusUnderstanding2,CoronavirusUnderstanding3,CoronavirusUnderstanding4,CoronavirusWhenShouldReopen,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,PoliticalPartyNoOp,Religion_Alt1,Religiosity_Alt2,TrumpApproveNoOp,ZipCode,startTime
5ea9dee9b3c290002745a2c1,55555.0,1961,0.3,['now-part'],8.0,63,9,86,0.0,['no-one'],['none'],['corona-similar-flu'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,1-wk,postgrad,white,male,0.1,7.7,7.4,evangelical-protestant,9.1,7.5,750,2020-04-29 20:04:11.988
5ea9deee065939001f47197e,40000.0,2000,7.0,['was-full'],27.0,53,69,53,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],almost-all,immediate,highschool,hispanic-latino,female,1.5,10.0,10.0,nothing-in-particular,5.3,10.0,950,2020-04-29 19:59:07.985
5ea9deee2735280029a27b3d,30500.0,1992,7.5,"['now-full', 'now-part']",75.0,72,74,68,0.0,"['state-gov', 'religious']","['short-breath', 'fatigue']","['corona-only-elderly', 'young-invulnerable', 'elderly-more-risk']",['all-spread-covid'],"['only-sick-spread', 'infect-from-animal']",three-in-ten,immediate,college,black,female,7.0,6.0,7.4,evangelical-protestant,6.7,7.2,275,2020-04-29 20:06:51.885
5ea9def52e976d0021262383,56000.0,2000,9.7,['now-jobless'],100.0,100,100,89,0.0,"['fam-friend', 'local-gov', 'state-gov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,2-wk,some-college,hispanic-latino,female,0.0,4.9,2.5,something-else,7.6,5.2,331,2020-04-29 20:03:39.101
5ea9df012dd05c0029576f75,70000.0,1985,10.0,['was-part'],92.0,100,88,84,0.0,['fedgov'],['diarrhea'],['corona-similar-flu'],['non-natives-spread-covid'],['asymptomatic-spread'],almost-all,immediate,postgrad,hispanic-latino,female,10.0,8.3,8.6,catholic,9.3,7.7,602,2020-04-29 20:06:19.067
5ea9df032735280029a27b3e,100000.0,1989,10.0,['now-full'],100.0,100,100,100,0.0,['employer'],['muscle-ache'],['elderly-more-risk'],['all-spread-covid'],['only-sick-spread'],three-in-ten,2-mo,college,black,male,10.0,10.0,10.0,catholic,10.0,10.0,773,2020-04-29 20:07:39.982
5ea9df0674c885001d51da24,25000.0,1975,6.9,['now-full'],100.0,100,100,94,1.0,"['fam-friend', 'employer', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-wk,college,white,female,2.6,4.9,2.9,nothing-in-particular,5.9,8.6,127,2020-04-29 20:03:11.372
5ea9df252735280029a27b3f,58000.0,1991,6.6,['was-full'],100.0,100,100,84,1.0,"['fam-friend', 'employer', 'state-gov']",['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-mo,college,white,female,5.5,2.8,1.0,nothing-in-particular,0.0,0.0,128,2020-04-29 20:06:04.535
5ea9df4974c885001d51da27,25000.0,1995,8.7,['now-full'],71.0,65,23,35,0.0,['no-one'],['none'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],one-in-1k,3-mo,college,white,male,0.1,4.0,3.4,nothing-in-particular,6.5,6.0,761,2020-04-29 20:08:55.511
5ea9df4d74c885001d51da28,75000.0,1989,7.6,['was-jobless'],75.0,100,100,100,1.0,['state-gov'],['headache'],['corona-all-hospitalize'],['ethnicity-spreads-covid'],['only-sick-spread'],three-in-ten,2-wk,college,hispanic-latino,male,3.6,6.3,8.0,other-protestant,7.5,4.7,900,2020-04-29 20:08:37.576
5ea9df4ec54f3900316caa94,27000.0,1944,9.7,['now-retired'],100.0,100,100,100,0.0,['fam-friend'],['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,highschool,white,female,0.0,6.7,6.2,mormon,10.0,7.1,611,2020-04-29 20:01:17.809
5ea9df63ea63310022eda1ec,16000.0,1965,7.1,['now-disabled'],88.0,93,94,71,0.0,"['fam-friend', 'state-gov', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,some-college,white,male,0.7,6.1,7.6,nothing-in-particular,6.5,7.1,577,2020-04-29 20:02:15.577
5ea9df78065939001f471983,80000.0,1964,8.9,['was-full'],100.0,100,100,78,0.0,"['fam-friend', 'employer']","['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,highschool,white,male,5.8,2.4,1.1,nothing-in-particular,1.1,0.0,452,2020-04-29 20:01:45.177
5ea9df89ace2e2001d4bb041,55000.0,1957,0.4,['now-disabled'],0.0,100,100,100,0.0,['fam-friend'],"['dry-cough', 'nasal']","['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,some-college,white,male,2.7,10.0,10.0,other-protestant,8.0,10.0,346,2020-04-29 19:59:15.895
5ea9df942dd05c0029576f78,44000.0,1981,10.0,['was-full'],7.0,100,98,100,0.0,"['state-gov', 'fedgov', 'local-gov', 'religious', 'private-org', 'local-community']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,1-wk,school,asian,male,0.1,6.7,4.8,catholic,10.0,2.3,543,2020-04-29 20:04:17.129
5ea9df96ea63310022eda1ed,70000.0,2000,2.9,['now-jobless'],70.0,58,76,62,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-similar-flu', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-wk,highschool,white,male,0.7,5.7,6.0,nothing-in-particular,5.4,7.1,142,2020-04-29 19:29:03.943
5ea9dfa8065939001f471985,20000.0,1998,9.9,"['was-jobless', 'now-part', 'now-full']",100.0,100,100,99,0.0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov']","['dry-cough', 'muscle-ache', 'nasal', 'headache']","['corona-similar-flu', 'young-invulnerable', 'corona-only-elderly']",['non-natives-spread-covid'],"['infect-from-animal', 'only-sick-spread', 'asymptomatic-spread']",one-in-1k,6-mo,college,white,male,0.0,10.0,0.0,something-else,10.0,0.1,441,2020-04-29 19:56:09.958
5ea9dfaec54f3900316caa97,60000.0,1999,0.0,['now-disabled'],0.0,0,96,39,0.0,"['fam-friend', 'religious', 'employer']","['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'fatigue', 'sore-throat', 'lost-smell-taste', 'fever', 'headache', 'nausea-vomit', 'nasal']",['none-true'],['non-natives-spread-covid'],['infect-from-animal'],almost-all,yr-plus,college,white,male,0.0,0.0,3.5,nothing-in-particular,4.3,7.9,550,2020-04-29 20:09:04.915
5ea9dfb9065939001f471986,50000.0,2000,8.7,['was-full'],72.0,76,75,71,0.0,"['fam-friend', 'employer', 'local-gov', 'state-gov', 'fedgov']","['diarrhea', 'fatigue', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],"['infect-from-animal', 'asymptomatic-spread']",one-in-1k,2-mo,highschool,white,female,3.2,3.9,3.9,agnostic,0.8,0.0,067,2020-04-29 20:07:49.100
5ea9dfba2735280029a27b43,53000.0,1983,9.1,['was-full'],100.0,100,100,98,2.0,"['fam-friend', 'state-gov', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,1-mo,college,white,female,0.7,1.4,2.5,other-protestant,5.5,1.5,344,2020-04-29 20:08:49.132
5ea9dfc2ace2e2001d4bb043,50000.0,1987,6.9,"['was-full', 'now-full']",100.0,100,100,99,0.0,"['fam-friend', 'state-gov', 'fedgov']",['headache'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,college,white,female,1.5,1.4,0.0,other-protestant,5.2,2.0,347,2020-04-29 20:06:01.091
5ea9dfcfc54f3900316caa98,33333.0,1992,5.1,['now-full'],6.0,51,0,95,0.0,['no-one'],['none'],['corona-similar-flu'],['all-spread-covid'],['infect-from-animal'],three-percent,2-wk,college,asian,male,0.4,10.0,10.0,mormon,1.3,9.4,287,2020-04-29 20:10:14.103
5ea9dfddace2e2001d4bb045,200000.0,1994,8.5,['now-full'],100.0,100,98,98,0.0,['fedgov'],['none'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],three-in-ten,few-days,highschool,hispanic-latino,female,0.4,5.4,4.6,nothing-in-particular,1.6,0.3,322,2020-04-29 20:10:24.878
5ea9dfe0ace2e2001d4bb046,68000.0,1995,9.3,['was-full'],78.0,77,73,84,0.0,['fam-friend'],['none'],['corona-similar-flu'],['all-spread-covid'],['only-sick-spread'],almost-all,1-mo,college,white,male,1.1,8.2,4.8,nothing-in-particular,0.8,1.9,100,2020-04-29 20:10:57.522
5ea9dfe1b3c290002745a2c9,7660.0,1998,10.0,['now-full'],100.0,100,100,72,13.0,['state-gov'],['none'],['corona-only-elderly'],['all-spread-covid'],['asymptomatic-spread'],almost-all,3-mo,highschool,black,female,0.0,4.5,10.0,orthodox,6.1,7.6,360,2020-04-29 20:10:28.304
5ea9dff32dd05c0029576f7c,60000.0,1972,2.9,"['was-part', 'now-part']",30.0,72,57,90,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,1-yr,college,white,female,0.9,4.4,3.2,nothing-in-particular,7.5,5.4,714,2020-04-29 20:03:19.151
5ea9dff46cab690021e83405,160000.0,1997,1.1,['now-part'],82.0,77,89,99,0.0,['fam-friend'],['dry-cough'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-wk,highschool,white,female,0.1,5.0,6.2,atheist,0.1,0.3,371,2020-04-29 20:03:35.000
5ea9dffa74c885001d51da2a,30000.0,1975,1.2,['was-disabled'],93.0,87,16,15,0.0,"['fam-friend', 'religious']",['none'],"['corona-similar-flu', 'young-invulnerable', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,college,white,female,1.0,7.1,10.0,other-protestant,10.0,10.0,744,2020-04-29 20:07:22.936
5ea9dffc2e976d0021262388,65000.0,1982,6.7,['now-part'],76.0,61,77,42,0.0,['fam-friend'],['nausea-vomit'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],thirty-percent,6-mo,some-college,asian,male,3.2,6.5,1.7,muslim,6.6,3.0,104,2020-04-29 20:08:20.454
5ea9e0116cab690021e83406,24559.0,1971,7.2,['was-full'],94.0,99,98,99,0.0,['fedgov'],['headache'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],three-percent,2-mo,highschool,white,male,0.0,3.8,6.4,catholic,6.4,7.0,600,2020-04-29 20:09:28.672
5ea9e0192dd05c0029576f7d,35000.0,1990,5.0,['now-full'],50.0,100,100,74,0.0,"['fam-friend', 'religious', 'state-gov']","['fatigue', 'nasal', 'headache', 'muscle-ache']",['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,2-mo,college,white,male,0.0,10.0,6.9,other-protestant,10.0,7.1,397,2020-04-29 19:53:00.597
5ea9e01a6cab690021e83407,25000.0,2000,7.3,['was-jobless'],49.0,100,100,100,0.0,['fam-friend'],['nasal'],['young-invulnerable'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-wk,college,hispanic-latino,female,0.0,4.9,0.0,catholic,6.7,1.1,630,2020-04-29 20:10:28.129
5ea9e01dea63310022eda1ef,25000.0,1985,7.2,['was-part'],0.0,45,100,82,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,white,female,0.0,6.4,5.7,something-else,6.1,4.4,282,2020-04-29 20:05:29.122
5ea9e0292735280029a27b46,25000.0,1997,7.5,['was-full'],100.0,100,100,88,0.0,"['state-gov', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']","['ethnicity-spreads-covid', 'all-spread-covid']","['asymptomatic-spread', 'infect-from-animal']",one-in-1k,2-mo,some-college,black,female,0.0,4.1,4.5,agnostic,5.0,0.0,233,2020-04-29 20:08:21.873
5ea9e0296cab690021e83409,25000.0,1964,9.1,['now-jobless'],93.0,87,95,90,8.0,['no-one'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,college,white,male,0.6,4.9,9.5,catholic,5.9,7.2,226,2020-04-29 20:09:33.126
5ea9e0306cab690021e8340a,125000.0,1982,8.8,['was-full'],89.0,100,100,96,5.0,"['local-gov', 'state-gov', 'fedgov']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,2-mo,college,hispanic-latino,male,0.0,6.7,1.8,catholic,9.2,3.0,328,2020-04-29 20:07:31.916
5ea9e032c54f3900316caa9a,30000.0,1996,10.0,['was-part'],100.0,100,92,100,0.0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov']",['none'],"['corona-only-elderly', 'corona-similar-flu', 'corona-kills-most']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,1-mo,some-college,white,male,9.9,10.0,9.7,catholic,10.0,10.0,328,2020-04-29 20:04:27.580
5ea9e03db3c290002745a2cb,30000.0,1951,7.2,['now-retired'],100.0,100,100,100,0.0,"['local-gov', 'private-org', 'local-community']","['fatigue', 'diarrhea']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-mo,some-college,white,male,4.8,3.4,5.3,catholic,5.1,2.7,967,2020-04-29 20:05:56.284
5ea9e0472dd05c0029576f7e,70000.0,1983,7.6,['was-full'],0.0,100,100,100,2.0,"['fam-friend', 'local-gov', 'state-gov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,college,white,male,0.0,8.2,10.0,catholic,1.9,5.2,352,2020-04-29 20:09:31.508
5ea9e04f2e976d002126238b,54000.0,1968,9.0,"['now-full', 'was-full']",73.0,100,100,40,0.0,"['employer', 'fam-friend']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],almost-all,3-mo,college,white,female,0.6,2.8,5.3,nothing-in-particular,2.6,0.0,781,2020-04-29 20:06:15.844
5ea9e051ea63310022eda1f0,50000.0,1994,5.0,['now-disabled'],95.0,88,88,98,0.0,['fam-friend'],['headache'],['corona-similar-flu'],['all-spread-covid'],['only-sick-spread'],almost-all,immediate,school,white,female,0.4,4.8,4.7,nothing-in-particular,0.7,1.0,280,2020-04-29 20:09:10.713
5ea9e0562dd05c0029576f7f,35000.0,1986,6.0,['was-full'],100.0,100,100,100,0.0,"['religious', 'fam-friend']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,2-mo,college,white,male,1.5,10.0,10.0,evangelical-protestant,8.0,10.0,620,2020-04-29 20:08:38.553
5ea9e075b3c290002745a2cd,75000.0,1989,6.8,['now-part'],76.0,100,49,43,0.0,"['fam-friend', 'fedgov']",['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['only-sick-spread'],three-percent,2-mo,college,other-mixed,male,3.6,4.1,4.7,nothing-in-particular,5.0,5.4,786,2020-04-29 20:06:10.833
5ea9e0762735280029a27b47,15000.0,2000,4.9,['was-part'],65.0,65,100,63,0.0,['no-one'],['none'],['none-true'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-1k,1-wk,some-college,black,male,2.5,6.3,7.1,catholic,6.6,4.1,606,2020-04-29 20:13:30.447
5ea9e079ea63310022eda1f2,199990.0,2000,9.9,['was-jobless'],99.0,99,98,100,0.0,"['state-gov', 'fedgov', 'local-gov', 'religious', 'employer', 'fam-friend', 'local-community']",['none'],['corona-similar-flu'],['all-spread-covid'],['only-sick-spread'],three-in-ten,yr-plus,postgrad,black,male,0.0,7.9,5.1,nothing-in-particular,4.9,0.0,372,2020-04-29 20:11:55.160
5ea9e083ace2e2001d4bb048,99999.0,1999,9.9,['was-full'],100.0,100,100,100,0.0,['fam-friend'],['none'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['only-sick-spread'],almost-all,1-mo,postgrad,other-mixed,female,0.0,4.0,5.1,nothing-in-particular,4.8,0.0,300,2020-04-29 20:08:03.493
5ea9e0a52e976d002126238e,150000.0,1998,7.6,"['was-part', 'now-part']",72.0,82,100,64,0.0,['no-one'],['none'],['none-true'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,black,female,0.0,3.6,5.1,something-else,8.3,3.0,311,2020-04-29 20:07:32.925
5ea9e0b1b3c290002745a2cf,9000.0,1966,6.4,['was-disabled'],100.0,100,100,32,0.0,['fam-friend'],['diarrhea'],['corona-kills-most'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,few-days,some-college,white,female,0.1,10.0,10.0,something-else,2.8,6.5,915,2020-04-29 20:09:22.283
5ea9e0c42735280029a27b48,31000.0,1996,5.7,['was-full'],100.0,99,92,87,7.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-percent,2-wk,some-college,white,male,0.0,1.8,0.6,catholic,2.1,1.6,902,2020-04-29 20:09:12.359
5ea9e0cb6cab690021e8340e,30000.0,1967,10.0,['was-disabled'],100.0,100,100,100,4.0,['fam-friend'],"['muscle-ache', 'fatigue']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,highschool,white,female,0.0,5.1,9.2,nothing-in-particular,8.7,8.6,315,2020-04-29 20:11:06.791
5ea9e0d62dd05c0029576f84,25000.0,1984,4.8,['was-full'],91.0,88,86,47,0.0,"['fam-friend', 'employer', 'religious']",['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-wk,highschool,white,male,0.0,8.5,8.6,something-else,7.9,6.6,161,2020-04-29 20:09:15.988
5ea9e0d9c54f3900316caa9d,200000.0,1997,8.6,"['now-full', 'was-part']",61.0,36,38,74,1.0,['no-one'],['headache'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-wk,college,hispanic-latino,female,0.0,4.6,4.0,catholic,1.4,0.0,750,2020-04-29 20:15:22.191
5ea9e0dd6cab690021e8340f,70000.0,1969,5.3,['was-full'],78.0,95,96,95,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],"['only-sick-spread', 'asymptomatic-spread']",one-in-1k,6-mo,highschool,white,male,1.3,7.5,8.6,evangelical-protestant,9.5,9.9,441,2020-04-29 20:12:10.521
5ea9e0e62735280029a27b49,78000.0,1977,0.1,"['was-full', 'now-full']",67.0,32,1,0,0.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,immediate,college,white,female,0.5,9.9,10.0,other-protestant,10.0,10.0,144,2020-04-29 20:11:06.117
5ea9e0eb2e976d0021262392,20000.0,1997,2.6,['was-full'],0.0,99,100,99,0.0,['other'],['none'],['corona-similar-flu'],['all-spread-covid'],['infect-from-animal'],one-in-1k,few-days,some-college,white,female,0.1,8.7,10.0,catholic,3.2,9.6,281,2020-04-29 20:15:27.248
5ea9e0f774c885001d51da32,140000.0,1983,7.7,['was-full'],100.0,88,91,86,5.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,postgrad,white,female,0.1,2.8,4.9,nothing-in-particular,0.3,1.5,136,2020-04-29 20:13:26.592
5ea9e104ea63310022eda1f5,100000.0,1990,7.5,['was-full'],83.0,100,100,96,3.0,"['employer', 'fam-friend']","['dry-cough', 'short-breath', 'fever', 'headache']",['corona-similar-flu'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-1k,2-wk,some-college,hispanic-latino,male,5.2,6.8,8.0,jewish,6.4,6.7,981,2020-04-29 20:15:27.167
5ea9e10674c885001d51da33,30000.0,1997,5.0,"['was-full', 'now-jobless', 'now-part']",100.0,74,67,90,0.0,"['fam-friend', 'religious', 'local-gov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,college,white,male,0.2,4.8,2.8,evangelical-protestant,7.2,2.9,601,2020-04-29 19:52:29.063
5ea9e109c54f3900316caa9f,50000.0,1994,6.4,['was-part'],55.0,70,70,64,5.0,"['fam-friend', 'local-community', 'private-org']","['headache', 'fatigue', 'muscle-ache']","['elderly-more-risk', 'corona-all-hospitalize', 'corona-similar-flu']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,college,black,female,5.7,4.7,4.1,nothing-in-particular,3.7,4.5,604,2020-04-29 20:05:59.389
5ea9e11d6cab690021e83411,20000.0,1984,10.0,['was-part'],77.0,100,100,100,0.0,"['fam-friend', 'local-gov', 'state-gov', 'religious']","['short-breath', 'fatigue']",['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-wk,college,white,female,0.0,3.6,0.0,something-else,7.0,0.0,454,2020-04-29 20:09:40.085
5ea9e12174c885001d51da34,70000.0,1974,7.2,"['was-full', 'now-full']",63.0,81,83,82,0.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,1-mo,postgrad,asian,male,1.0,5.4,4.5,other-protestant,7.8,0.3,981,2020-04-29 20:13:40.442
5ea9e12c2735280029a27b4b,10000.0,2000,4.8,"['was-part', 'was-full']",74.0,26,76,79,0.0,['no-one'],"['headache', 'nasal']","['young-invulnerable', 'elderly-more-risk']","['all-spread-covid', 'ethnicity-spreads-covid']",['only-sick-spread'],three-percent,2-wk,some-college,black,female,0.0,4.7,2.8,nothing-in-particular,3.0,3.1,443,2020-04-29 20:13:52.467
5ea9e13ec54f3900316caaa0,175000.0,1960,7.4,"['was-full', 'now-jobless']",90.0,93,95,95,1.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],three-percent,6-mo,college,white,female,1.1,6.8,4.9,catholic,7.8,2.3,020,2020-04-29 20:10:11.267
5ea9e144ea63310022eda1f6,48000.0,1976,0.4,['now-jobless'],96.0,94,49,7,0.0,['fam-friend'],"['diarrhea', 'nasal']","['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,yr-plus,some-college,other-mixed,male,0.4,4.9,4.9,nothing-in-particular,1.0,1.0,947,2020-04-29 20:14:15.548
5ea9e15d2e976d0021262397,25000.0,1986,5.1,['now-part'],97.0,97,99,99,0.0,['no-one'],['none'],['elderly-more-risk'],['all-spread-covid'],['only-sick-spread'],three-percent,1-mo,some-college,other-mixed,male,0.3,9.5,4.8,nothing-in-particular,0.7,0.2,631,2020-04-29 20:08:54.228
5ea9e16674c885001d51da37,75000.0,1981,3.6,['was-full'],9.0,80,74,71,4.0,"['fam-friend', 'employer']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,some-college,white,female,1.0,4.9,6.2,something-else,5.5,8.0,740,2020-04-29 20:10:35.990
5ea9e180b3c290002745a2d5,25000.0,1969,8.9,"['now-jobless', 'was-part']",100.0,100,100,98,1.0,['no-one'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,highschool,white,female,1.1,0.0,0.0,atheist,0.0,0.0,762,2020-04-29 20:13:19.313
5ea9e18cc54f3900316caaa1,135800.0,1999,7.8,"['now-part', 'now-full']",41.0,35,64,75,0.0,"['state-gov', 'fedgov']","['headache', 'fatigue', 'short-breath']",['corona-similar-flu'],['ethnicity-spreads-covid'],['only-sick-spread'],three-in-ten,1-mo,highschool,white,male,6.6,6.0,3.7,jewish,5.4,3.1,295,2020-04-29 20:19:08.673
5ea9e1936cab690021e83416,37500.0,1975,6.9,['was-full'],97.0,96,98,72,0.0,"['employer', 'state-gov', 'fedgov']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,college,white,male,0.0,5.7,0.0,atheist,0.0,1.6,337,2020-04-29 20:12:07.553
5ea9e193b3c290002745a2d6,60000.0,1960,8.9,['was-retired'],100.0,99,100,100,0.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],"['asymptomatic-spread', 'only-sick-spread']",one-in-1k,3-mo,some-college,black,male,2.1,2.0,0.1,something-else,9.5,0.9,712,2020-04-29 20:10:32.181
5ea9e19874c885001d51da39,15000.0,2000,5.7,['now-retired'],43.0,42,54,59,0.0,['no-one'],['none'],['corona-only-elderly'],['non-natives-spread-covid'],['infect-from-animal'],three-percent,3-wk,college,black,male,6.1,5.5,5.4,catholic,5.8,4.5,100,2020-04-29 20:17:36.949
5ea9e1aa6cab690021e83417,20000.0,1985,8.7,['now-part'],95.0,92,95,94,0.0,"['fam-friend', 'state-gov']",['none'],['corona-all-hospitalize'],['all-spread-covid'],['only-sick-spread'],three-in-ten,1-yr,highschool,white,female,1.1,6.9,7.5,catholic,9.5,2.8,773,2020-04-29 20:16:45.685
5ea9e1b2b3c290002745a2d8,190000.0,1990,6.2,"['now-part', 'was-full', 'now-retired']",11.0,84,12,16,3.0,"['other', 'no-one', 'religious']","['nasal', 'fever', 'diarrhea']","['corona-similar-flu', 'corona-only-elderly']",['ethnicity-spreads-covid'],['only-sick-spread'],three-percent,3-wk,postgrad,white,female,6.5,7.9,1.9,nothing-in-particular,6.8,8.3,338,2020-04-29 20:19:03.630
5ea9e1b8ace2e2001d4bb04c,80997.0,2000,7.7,['now-jobless'],96.0,98,0,98,8999.0,['fedgov'],"['sore-throat', 'dry-cough']",['young-invulnerable'],['all-spread-covid'],['only-sick-spread'],one-in-30k,few-days,some-college,white,male,8.0,8.6,0.6,mormon,9.9,7.5,320,2020-04-29 20:19:43.226
5ea9e1ccc54f3900316caaa2,26000.0,2001,6.0,['was-jobless'],0.0,83,94,100,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,4-mo,highschool,black,female,0.0,0.0,0.0,atheist,0.0,0.0,462,2020-04-29 20:14:00.600
5ea9e1cdace2e2001d4bb04d,15000.0,1974,7.2,['was-disabled'],100.0,100,100,100,0.0,"['fam-friend', 'religious', 'local-community', 'private-org']",['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,white,female,0.0,0.0,5.6,catholic,7.6,0.2,080,2020-04-29 20:15:20.964
